,train,valid,rs,mode,n_samples,scaling,train_aux
0,1.0,0.89,34,multitask,500,,0.2539387755102041
0,1.0,0.615,8,finetuning,10,1.0,
0,1.0,0.665,21,finetuning,20,0.25,
0,1.0,0.56,19,multitask,20,,0.12106122448979592
0,1.0,0.775,6,finetuning,50,0.5,
0,1.0,0.695,21,finetuning,50,2.0,
0,0.997,0.875,18,singletask,1000,,
0,1.0,0.85,14,finetuning,10,0.125,
0,1.0,0.64,25,finetuning,10,2.0,
0,1.0,0.61,2,finetuning,10,0.5,
0,1.0,0.695,20,finetuning,50,0.25,
0,1.0,0.86,12,finetuning,50,0.125,
0,0.999,0.93,15,finetuning,1000,0.25,
0,0.997,0.965,15,multitask,1000,,0.3066938775510204
0,0.999,0.87,17,finetuning,1000,2.0,
0,1.0,0.73,4,finetuning,20,0.25,
0,1.0,0.695,19,finetuning,200,0.25,
0,1.0,0.695,39,singletask,100,,
0,1.0,0.855,22,finetuning,20,1.0,
0,1.0,0.94,11,finetuning,20,1.0,
0,0.998,0.965,26,finetuning,500,0.5,
0,0.995,0.82,8,finetuning,200,0.125,
0,1.0,0.715,9,singletask,20,,
0,1.0,0.835,8,multitask,200,,0.10908163265306123
0,1.0,0.85,15,finetuning,100,0.125,
0,0.997,0.895,20,finetuning,1000,0.5,
0,0.998,0.88,10,finetuning,500,2.0,
0,1.0,0.51,19,finetuning,20,0.125,
0,1.0,0.965,15,finetuning,200,1.0,
0,0.999,0.975,11,multitask,1000,,0.29920408163265305
0,1.0,0.915,14,finetuning,100,0.25,
0,1.0,0.8,46,multitask,10,,0.06983673469387755
0,0.998,0.965,12,finetuning,500,0.25,
0,0.998,0.92,22,finetuning,500,0.125,
0,1.0,0.555,16,finetuning,10,2.0,
0,1.0,0.86,24,finetuning,100,1.0,
0,1.0,0.815,5,finetuning,100,2.0,
0,1.0,0.67,19,finetuning,10,1.0,
0,0.997,0.835,40,singletask,1000,,
0,1.0,0.985,12,finetuning,50,2.0,
0,1.0,0.825,2,finetuning,200,0.5,
0,1.0,0.7,17,singletask,50,,
0,1.0,0.8,1,multitask,100,,0.10269387755102041
0,1.0,0.81,25,multitask,500,,0.27091836734693875
0,1.0,0.705,17,finetuning,50,0.5,
0,1.0,1.0,14,finetuning,500,1.0,
0,1.0,0.79,18,multitask,50,,0.11295918367346938
0,0.999,0.865,46,multitask,1000,,0.32916326530612244
0,0.998,0.955,3,finetuning,500,0.5,
0,1.0,0.765,15,singletask,10,,
0,1.0,0.635,38,multitask,10,,0.11026530612244898
0,1.0,0.655,13,finetuning,10,0.5,
0,1.0,0.93,18,finetuning,1000,2.0,
0,1.0,0.78,16,finetuning,200,0.25,
0,1.0,0.925,36,multitask,200,,0.1419387755102041
0,1.0,0.61,37,singletask,20,,
0,1.0,0.93,1,finetuning,100,1.0,
0,1.0,0.615,44,singletask,10,,
0,1.0,0.955,4,multitask,1000,,0.30789795918367346
0,1.0,0.73,20,finetuning,100,2.0,
0,1.0,0.725,27,finetuning,200,0.5,
0,1.0,0.835,45,multitask,50,,0.10322448979591836
0,1.0,0.745,46,singletask,50,,
0,1.0,0.93,11,finetuning,200,2.0,
0,0.998,0.96,35,singletask,500,,
0,1.0,0.745,16,finetuning,100,0.5,
0,0.998,0.925,10,finetuning,1000,1.0,
0,1.0,0.855,7,finetuning,100,0.125,
0,1.0,0.75,28,singletask,100,,
0,1.0,0.74,20,multitask,50,,0.11351020408163265
0,1.0,0.67,42,multitask,100,,0.11428571428571428
0,1.0,0.8,21,finetuning,50,0.25,
0,1.0,0.925,0,multitask,50,,0.11377551020408164
0,1.0,0.73,49,multitask,20,,0.09210204081632653
0,0.995,0.805,10,singletask,200,,
0,1.0,0.86,49,singletask,500,,
0,1.0,0.935,31,multitask,500,,0.2577755102040816
0,0.995,0.74,20,finetuning,200,0.125,
0,0.998,0.88,21,finetuning,1000,0.5,
0,0.994,0.905,1,finetuning,1000,0.25,
0,1.0,0.635,18,finetuning,20,0.125,
0,1.0,0.925,14,finetuning,10,0.5,
0,1.0,0.805,16,singletask,100,,
0,1.0,0.86,15,finetuning,100,0.25,
0,0.998,0.89,13,finetuning,500,0.25,
0,1.0,0.715,7,singletask,10,,
0,0.998,0.93,7,singletask,1000,,
0,1.0,0.95,14,multitask,20,,0.08836734693877552
0,1.0,0.65,5,finetuning,20,0.25,
0,1.0,0.68,10,finetuning,50,0.5,
0,1.0,0.84,5,singletask,50,,
0,1.0,0.795,23,singletask,20,,
0,1.0,0.865,22,multitask,200,,0.12355102040816326
0,1.0,0.76,13,multitask,100,,0.10624489795918367
0,1.0,0.56,3,multitask,10,,0.09593877551020408
0,0.998,0.795,20,singletask,500,,
0,1.0,0.915,15,finetuning,50,2.0,
0,1.0,0.545,39,singletask,10,,
0,0.7,0.5,23,multitask,10,,0.00853061224489796
0,1.0,0.79,8,finetuning,100,0.5,
0,1.0,0.765,11,finetuning,10,2.0,
0,1.0,0.835,41,singletask,100,,
0,1.0,0.785,5,singletask,200,,
0,1.0,0.735,4,finetuning,50,0.25,
0,0.998,0.87,18,finetuning,500,0.125,
0,1.0,0.62,19,finetuning,20,2.0,
0,1.0,0.775,47,singletask,200,,
0,0.999,0.8,19,finetuning,1000,2.0,
0,0.995,0.78,17,finetuning,200,0.25,
0,1.0,0.8,3,singletask,100,,
0,1.0,0.72,20,finetuning,20,0.25,
0,1.0,0.625,37,multitask,20,,0.09826530612244898
0,0.997,0.975,14,finetuning,1000,0.125,
0,1.0,0.815,49,singletask,1000,,
0,0.998,0.965,13,finetuning,1000,0.25,
0,1.0,0.75,11,finetuning,10,0.25,
0,0.996,0.95,11,finetuning,1000,1.0,
0,1.0,0.865,16,finetuning,20,1.0,
0,1.0,0.855,18,finetuning,20,1.0,
0,1.0,0.75,11,finetuning,50,0.25,
0,1.0,0.81,46,singletask,200,,
0,1.0,0.78,6,multitask,50,,0.11797959183673469
0,0.996,0.87,48,multitask,500,,0.2514489795918367
0,1.0,0.695,2,singletask,100,,
0,1.0,0.945,26,multitask,50,,0.09106122448979592
0,0.997,0.83,20,singletask,1000,,
0,1.0,0.69,17,finetuning,20,2.0,
0,0.999,0.96,22,finetuning,1000,0.5,
0,1.0,0.71,16,finetuning,100,0.25,
0,1.0,0.63,40,singletask,100,,
0,1.0,0.62,4,finetuning,10,0.25,
0,1.0,0.99,14,finetuning,50,1.0,
0,1.0,0.845,4,singletask,200,,
0,1.0,0.78,19,multitask,500,,0.25357142857142856
0,0.998,0.855,10,finetuning,500,0.25,
0,1.0,0.89,12,multitask,20,,0.07359183673469388
0,0.998,0.815,37,singletask,1000,,
0,1.0,0.765,10,finetuning,10,1.0,
0,1.0,0.84,21,singletask,500,,
0,1.0,0.74,29,singletask,10,,
0,0.998,0.895,8,finetuning,500,0.5,
0,0.999,0.96,26,finetuning,1000,0.25,
0,1.0,0.905,7,finetuning,200,0.125,
0,1.0,0.81,8,finetuning,100,0.125,
0,1.0,0.505,40,singletask,10,,
0,1.0,0.72,33,singletask,20,,
0,1.0,0.85,32,multitask,200,,0.13981632653061224
0,0.997,0.755,19,singletask,1000,,
0,1.0,0.72,17,singletask,100,,
0,1.0,0.875,15,finetuning,200,0.125,
0,1.0,0.72,25,multitask,10,,0.08055102040816327
0,1.0,0.595,19,finetuning,10,0.125,
0,1.0,0.845,9,finetuning,200,0.5,
0,1.0,0.775,5,multitask,10,,0.043326530612244896
0,1.0,0.68,42,singletask,50,,
0,0.995,0.88,11,singletask,200,,
0,1.0,0.835,48,singletask,500,,
0,1.0,0.705,10,finetuning,20,0.25,
0,1.0,0.955,14,finetuning,200,0.25,
0,1.0,0.89,21,multitask,500,,0.25546938775510203
0,1.0,0.81,5,multitask,100,,0.10344897959183673
0,1.0,0.675,13,singletask,50,,
0,1.0,0.82,12,finetuning,20,0.5,
0,1.0,0.52,21,finetuning,10,0.25,
0,1.0,0.75,29,singletask,100,,
0,1.0,0.86,31,multitask,20,,0.08275510204081632
0,1.0,0.735,11,singletask,10,,
0,0.999,0.98,12,finetuning,1000,1.0,
0,0.998,0.87,16,finetuning,500,0.5,
0,1.0,0.485,3,singletask,10,,
0,1.0,0.865,34,singletask,500,,
0,1.0,0.825,5,finetuning,500,0.125,
0,0.997,0.89,10,singletask,1000,,
0,1.0,0.845,15,finetuning,20,0.5,
0,0.84,0.685,17,multitask,100,,0.07891836734693877
0,1.0,0.935,26,multitask,200,,0.12440816326530613
0,1.0,0.5,27,singletask,20,,
0,0.999,0.905,5,multitask,1000,,0.3283877551020408
0,1.0,0.78,1,singletask,50,,
0,0.999,0.955,23,finetuning,1000,0.5,
0,1.0,0.935,1,finetuning,500,1.0,
0,1.0,0.78,20,finetuning,500,2.0,
0,1.0,0.695,17,finetuning,100,0.25,
0,1.0,0.87,47,multitask,1000,,0.3193265306122449
0,1.0,0.925,4,finetuning,200,2.0,
0,1.0,0.805,25,finetuning,200,1.0,
0,1.0,0.745,46,multitask,100,,0.11814285714285715
0,0.998,0.905,11,finetuning,500,0.25,
0,1.0,0.85,3,finetuning,100,0.5,
0,1.0,0.99,14,finetuning,100,1.0,
0,1.0,0.61,19,finetuning,50,0.5,
0,1.0,0.94,35,multitask,500,,0.24216326530612245
0,1.0,0.59,40,multitask,10,,0.08244897959183674
0,1.0,0.91,24,finetuning,500,1.0,
0,1.0,0.86,5,finetuning,500,2.0,
0,0.997,0.605,27,finetuning,1000,0.125,
0,1.0,0.755,17,finetuning,10,1.0,
0,0.998,0.9,10,multitask,1000,,0.2981020408163265
0,1.0,0.735,18,finetuning,10,2.0,
0,0.995,0.855,29,singletask,1000,,
0,1.0,0.675,20,finetuning,100,0.125,
0,1.0,0.78,18,finetuning,10,0.125,
0,1.0,0.895,13,finetuning,50,1.0,
0,1.0,0.76,10,finetuning,20,2.0,
0,0.998,0.765,17,finetuning,500,0.125,
0,1.0,0.8,10,finetuning,100,2.0,
0,1.0,0.865,15,finetuning,200,0.25,
0,1.0,0.805,17,finetuning,200,0.5,
0,1.0,0.8,43,multitask,50,,0.10681632653061225
0,1.0,0.805,21,finetuning,200,2.0,
0,1.0,0.98,0,finetuning,200,1.0,
0,0.998,0.96,0,finetuning,1000,0.125,
0,1.0,0.915,26,finetuning,100,0.5,
0,0.999,0.94,13,finetuning,1000,1.0,
0,1.0,0.825,18,finetuning,100,0.5,
0,1.0,0.915,12,finetuning,100,0.125,
0,0.996,0.855,33,singletask,1000,,
0,1.0,0.875,23,finetuning,20,1.0,
0,1.0,0.87,14,finetuning,50,0.25,
0,1.0,0.83,38,singletask,200,,
0,0.999,0.89,24,finetuning,1000,0.5,
0,1.0,0.69,9,multitask,100,,0.09777551020408164
0,1.0,0.605,24,finetuning,10,2.0,
0,1.0,0.475,3,finetuning,10,0.5,
0,1.0,0.735,10,finetuning,100,0.25,
0,0.998,0.75,16,finetuning,500,0.25,
0,0.996,0.955,12,multitask,1000,,0.288265306122449
0,1.0,0.83,7,finetuning,50,0.5,
0,1.0,0.805,43,multitask,20,,0.11565306122448979
0,0.998,0.735,25,finetuning,500,0.125,
0,1.0,0.755,20,finetuning,50,2.0,
0,0.997,0.825,24,singletask,1000,,
0,1.0,0.61,1,finetuning,10,0.25,
0,0.997,0.925,45,multitask,1000,,0.3203673469387755
0,1.0,0.79,2,finetuning,50,2.0,
0,1.0,0.585,25,finetuning,50,0.5,
0,1.0,0.645,25,singletask,10,,
0,1.0,0.755,9,finetuning,10,1.0,
0,1.0,0.545,27,singletask,50,,
0,0.995,0.93,0,multitask,200,,0.11718367346938775
0,1.0,0.595,21,finetuning,10,0.5,
0,1.0,0.735,1,singletask,20,,
0,1.0,0.74,6,finetuning,10,2.0,
0,1.0,0.655,19,finetuning,50,0.125,
0,0.998,0.96,15,multitask,500,,0.25248979591836734
0,1.0,0.895,12,finetuning,200,0.25,
0,1.0,0.87,0,finetuning,100,0.125,
0,1.0,0.565,9,multitask,10,,0.03851020408163265
0,1.0,0.73,44,multitask,500,,0.26481632653061227
0,0.998,0.925,36,singletask,500,,
0,1.0,0.575,24,finetuning,10,0.25,
0,1.0,0.635,29,multitask,10,,0.09053061224489796
0,1.0,0.71,37,multitask,100,,0.11548979591836735
0,0.999,0.98,7,multitask,1000,,0.2919591836734694
0,1.0,0.895,1,finetuning,20,1.0,
0,1.0,0.86,15,finetuning,20,0.25,
0,1.0,1.0,14,finetuning,1000,1.0,
0,1.0,0.945,4,finetuning,500,1.0,
0,1.0,0.745,13,singletask,200,,
0,0.998,0.78,25,finetuning,500,2.0,
0,1.0,0.595,27,finetuning,200,0.125,
0,0.999,0.905,6,finetuning,1000,0.25,
0,1.0,0.9,6,finetuning,20,1.0,
0,1.0,0.745,33,singletask,50,,
0,1.0,0.735,31,singletask,10,,
0,1.0,0.74,9,finetuning,20,2.0,
0,0.996,0.81,5,finetuning,1000,0.125,
0,0.999,0.8,25,finetuning,1000,0.5,
0,1.0,0.795,43,multitask,200,,0.1123061224489796
0,1.0,0.585,42,singletask,20,,
0,0.998,0.905,13,finetuning,500,0.5,
0,1.0,0.725,11,finetuning,100,0.25,
0,0.998,0.895,39,multitask,1000,,0.3146734693877551
0,1.0,0.73,11,multitask,10,,0.04851020408163265
0,0.997,0.97,14,singletask,1000,,
0,1.0,0.95,12,multitask,200,,0.1483469387755102
0,1.0,0.7,13,singletask,20,,
0,0.997,0.945,22,finetuning,1000,0.125,
0,1.0,0.705,1,finetuning,10,2.0,
0,1.0,0.87,23,multitask,100,,0.11585714285714285
0,1.0,0.705,26,finetuning,10,0.5,
0,0.996,0.835,17,finetuning,500,0.25,
0,1.0,0.925,7,multitask,500,,0.23522448979591837
0,1.0,0.945,11,finetuning,100,1.0,
0,0.99,0.785,6,finetuning,100,0.5,
0,1.0,0.84,31,multitask,50,,0.09622448979591837
0,1.0,0.895,15,singletask,100,,
0,1.0,0.88,8,singletask,500,,
0,1.0,0.85,22,finetuning,50,0.5,
0,1.0,0.76,5,finetuning,50,2.0,
0,1.0,0.9,1,finetuning,200,2.0,
0,1.0,0.84,20,finetuning,200,1.0,
0,1.0,0.68,42,singletask,100,,
0,1.0,0.825,6,singletask,200,,
0,1.0,0.92,39,multitask,500,,0.23940816326530612
0,1.0,0.615,27,finetuning,50,2.0,
0,1.0,0.935,0,finetuning,50,0.5,
0,1.0,0.88,21,finetuning,500,1.0,
0,1.0,0.725,18,finetuning,50,0.125,
0,1.0,0.75,28,finetuning,50,1.0,
0,1.0,0.975,0,finetuning,500,2.0,
0,1.0,0.895,23,singletask,500,,
0,1.0,0.805,6,multitask,20,,0.11246938775510204
0,1.0,0.735,4,finetuning,10,0.5,
0,1.0,0.675,23,finetuning,10,2.0,
0,1.0,0.91,26,multitask,20,,0.11918367346938775
0,1.0,0.73,13,finetuning,200,0.25,
0,1.0,0.92,23,finetuning,100,0.5,
0,1.0,0.95,12,multitask,50,,0.08497959183673469
0,1.0,0.86,24,finetuning,200,2.0,
0,1.0,0.85,5,finetuning,200,1.0,
0,0.998,0.975,14,finetuning,1000,0.25,
0,1.0,0.785,24,finetuning,20,1.0,
0,1.0,0.73,44,singletask,200,,
0,1.0,0.885,0,singletask,100,,
0,1.0,0.96,12,finetuning,200,0.5,
0,1.0,0.75,28,finetuning,100,0.125,
0,1.0,0.935,15,finetuning,100,2.0,
0,0.998,0.97,15,finetuning,1000,1.0,
0,1.0,0.79,32,multitask,10,,0.06589795918367347
0,0.998,0.97,15,finetuning,500,2.0,
0,1.0,0.8,45,singletask,200,,
0,1.0,0.825,1,singletask,100,,
0,0.997,0.89,9,finetuning,1000,0.5,
0,1.0,0.63,25,finetuning,20,2.0,
0,0.999,0.8,44,singletask,1000,,
0,1.0,0.65,2,finetuning,20,0.5,
0,1.0,0.71,48,singletask,10,,
0,0.998,0.97,26,finetuning,1000,0.5,
0,0.998,0.92,23,finetuning,500,0.5,
0,0.999,0.905,21,finetuning,1000,0.25,
0,1.0,0.915,7,finetuning,200,0.5,
0,0.996,0.895,22,singletask,500,,
0,1.0,0.875,0,finetuning,200,0.125,
0,1.0,0.92,12,finetuning,100,0.25,
0,1.0,0.555,19,singletask,10,,
0,1.0,0.95,26,finetuning,50,1.0,
0,1.0,0.97,14,finetuning,500,0.25,
0,1.0,0.86,21,finetuning,100,1.0,
0,1.0,0.69,37,multitask,50,,0.12824489795918367
0,1.0,0.945,0,finetuning,100,2.0,
0,1.0,0.755,43,singletask,100,,
0,1.0,0.875,7,singletask,200,,
0,1.0,0.925,29,multitask,500,,0.24787755102040818
0,1.0,0.775,17,multitask,10,,0.10544897959183673
0,1.0,0.905,10,finetuning,200,1.0,
0,1.0,0.715,22,finetuning,10,1.0,
0,1.0,0.955,14,singletask,100,,
0,1.0,0.75,20,multitask,20,,0.09928571428571428
0,0.998,0.74,9,singletask,500,,
0,0.996,0.9,6,finetuning,500,0.5,
0,1.0,0.84,40,multitask,500,,0.2629183673469388
0,1.0,0.895,12,finetuning,200,0.125,
0,1.0,0.895,0,finetuning,10,1.0,
0,1.0,0.94,0,multitask,20,,0.10430612244897959
0,1.0,0.5,28,finetuning,10,0.5,
0,1.0,0.77,49,multitask,50,,0.12887755102040815
0,1.0,0.935,11,finetuning,500,1.0,
0,1.0,0.94,38,multitask,1000,,0.30120408163265305
0,1.0,0.785,33,multitask,100,,0.12340816326530613
0,1.0,0.865,4,finetuning,50,1.0,
0,1.0,0.825,10,finetuning,200,0.25,
0,1.0,0.685,20,finetuning,20,0.5,
0,1.0,0.655,34,multitask,10,,0.09346938775510204
0,1.0,0.815,13,finetuning,100,0.5,
0,1.0,0.845,7,finetuning,20,2.0,
0,1.0,0.51,21,singletask,10,,
0,1.0,0.975,14,finetuning,200,2.0,
0,0.995,0.955,12,singletask,200,,
0,1.0,0.955,14,multitask,50,,0.11126530612244898
0,1.0,0.935,22,finetuning,200,0.5,
0,0.999,0.95,16,finetuning,1000,1.0,
0,1.0,0.95,11,multitask,500,,0.2539387755102041
0,1.0,0.75,8,finetuning,20,1.0,
0,1.0,0.915,4,finetuning,100,1.0,
0,1.0,0.675,25,finetuning,100,2.0,
0,1.0,0.66,5,singletask,20,,
0,1.0,0.835,4,multitask,200,,0.12063265306122449
0,1.0,0.815,23,singletask,50,,
0,1.0,0.94,3,multitask,500,,0.2489591836734694
0,0.73,0.565,27,multitask,100,,0.0639795918367347
0,1.0,0.78,28,finetuning,100,0.5,
0,1.0,0.68,17,singletask,20,,
0,1.0,0.78,16,multitask,200,,0.09875510204081632
0,1.0,0.95,6,multitask,1000,,0.32963265306122447
0,1.0,0.925,8,finetuning,1000,0.5,
0,1.0,0.775,18,multitask,20,,0.11551020408163265
0,0.996,0.91,3,singletask,1000,,
0,1.0,0.655,24,finetuning,50,0.25,
0,0.998,0.855,2,finetuning,500,0.125,
0,0.997,0.895,11,finetuning,1000,0.125,
0,1.0,0.745,19,finetuning,200,0.5,
0,1.0,0.77,37,singletask,500,,
0,1.0,0.92,0,finetuning,20,2.0,
0,0.998,0.78,27,finetuning,1000,0.5,
0,1.0,0.595,27,finetuning,20,0.5,
0,1.0,0.64,37,singletask,50,,
0,1.0,0.91,3,finetuning,50,1.0,
0,1.0,0.765,13,finetuning,100,0.25,
0,1.0,0.615,45,multitask,20,,0.11355102040816327
0,1.0,0.66,8,finetuning,10,2.0,
0,1.0,0.83,0,finetuning,20,0.25,
0,0.998,0.93,15,finetuning,500,0.25,
0,0.999,0.79,44,multitask,1000,,0.31942857142857145
0,1.0,0.72,46,singletask,20,,
0,1.0,0.765,47,multitask,200,,0.11328571428571428
0,1.0,0.86,7,finetuning,10,1.0,
0,1.0,0.645,35,singletask,10,,
0,0.998,0.845,9,finetuning,1000,0.25,
0,1.0,0.52,27,finetuning,100,0.125,
0,0.999,0.95,13,multitask,1000,,0.31181632653061225
0,1.0,0.715,25,finetuning,10,1.0,
0,1.0,0.75,1,finetuning,50,0.25,
0,1.0,0.63,9,singletask,50,,
0,1.0,0.72,9,finetuning,50,0.5,
0,1.0,0.845,21,finetuning,50,1.0,
0,0.995,0.845,11,finetuning,200,0.25,
0,1.0,0.7,39,singletask,200,,
0,1.0,0.555,5,finetuning,20,0.5,
0,1.0,0.835,14,finetuning,10,0.25,
0,1.0,0.775,22,finetuning,20,2.0,
0,1.0,0.895,17,finetuning,1000,1.0,
0,1.0,0.665,25,finetuning,20,0.25,
0,0.996,0.85,10,finetuning,500,0.125,
0,1.0,0.935,18,finetuning,500,0.5,
